video_id,board,rank,file,label,filepath,split
-ZVbDR3sRRo,0,5,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-0_PieceEmpty.png,train
-ZVbDR3sRRo,0,5,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-1_PieceEmpty.png,train
-ZVbDR3sRRo,0,5,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-2_PieceEmpty.png,train
-ZVbDR3sRRo,0,5,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-3_PieceEmpty.png,train
-ZVbDR3sRRo,0,5,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-4_PieceEmpty.png,train
-ZVbDR3sRRo,0,5,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-5_PieceEmpty.png,train
-ZVbDR3sRRo,0,5,6,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-6_PieceWhitePawn.png,train
-ZVbDR3sRRo,0,5,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos5-7_PieceEmpty.png,train
-ZVbDR3sRRo,0,6,0,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-0_PieceWhitePawn.png,train
-ZVbDR3sRRo,0,6,1,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-1_PieceWhitePawn.png,train
-ZVbDR3sRRo,0,6,2,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-2_PieceWhitePawn.png,train
-ZVbDR3sRRo,0,6,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-3_PieceEmpty.png,train
-ZVbDR3sRRo,0,6,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-4_PieceEmpty.png,train
-ZVbDR3sRRo,0,6,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-5_PieceEmpty.png,train
-ZVbDR3sRRo,0,6,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-6_PieceEmpty.png,train
-ZVbDR3sRRo,0,6,7,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos6-7_PieceWhitePawn.png,train
-ZVbDR3sRRo,0,7,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-0_PieceEmpty.png,train
-ZVbDR3sRRo,0,7,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-1_PieceEmpty.png,train
-ZVbDR3sRRo,0,7,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-2_PieceEmpty.png,train
-ZVbDR3sRRo,0,7,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-3_PieceEmpty.png,train
-ZVbDR3sRRo,0,7,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-4_PieceEmpty.png,train
-ZVbDR3sRRo,0,7,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-5_PieceEmpty.png,train
-ZVbDR3sRRo,0,7,6,WhiteKing,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-6_PieceWhiteKing.png,train
-ZVbDR3sRRo,0,7,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board0_Pos7-7_PieceEmpty.png,train
-ZVbDR3sRRo,10,0,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-0_PieceEmpty.png,train
-ZVbDR3sRRo,10,0,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-1_PieceEmpty.png,train
-ZVbDR3sRRo,10,0,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-2_PieceEmpty.png,train
-ZVbDR3sRRo,10,0,3,BlackRook,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-3_PieceBlackRook.png,train
-ZVbDR3sRRo,10,0,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,0,5,BlackKing,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-5_PieceBlackKing.png,train
-ZVbDR3sRRo,10,0,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-6_PieceEmpty.png,train
-ZVbDR3sRRo,10,0,7,BlackRook,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos0-7_PieceBlackRook.png,train
-ZVbDR3sRRo,10,1,0,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-0_PieceBlackPawn.png,train
-ZVbDR3sRRo,10,1,1,WhiteQueen,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-1_PieceWhiteQueen.png,train
-ZVbDR3sRRo,10,1,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-2_PieceEmpty.png,train
-ZVbDR3sRRo,10,1,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-3_PieceEmpty.png,train
-ZVbDR3sRRo,10,1,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,1,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-5_PieceEmpty.png,train
-ZVbDR3sRRo,10,1,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-6_PieceEmpty.png,train
-ZVbDR3sRRo,10,1,7,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos1-7_PieceBlackPawn.png,train
-ZVbDR3sRRo,10,2,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-0_PieceEmpty.png,train
-ZVbDR3sRRo,10,2,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-1_PieceEmpty.png,train
-ZVbDR3sRRo,10,2,2,BlackKnight,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-2_PieceBlackKnight.png,train
-ZVbDR3sRRo,10,2,3,BlackQueen,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-3_PieceBlackQueen.png,train
-ZVbDR3sRRo,10,2,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,2,5,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-5_PieceBlackPawn.png,train
-ZVbDR3sRRo,10,2,6,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-6_PieceBlackPawn.png,train
-ZVbDR3sRRo,10,2,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos2-7_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-0_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-1_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-2_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-3_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-5_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-6_PieceEmpty.png,train
-ZVbDR3sRRo,10,3,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos3-7_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-0_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-1_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-2_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-3_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-5_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-6_PieceEmpty.png,train
-ZVbDR3sRRo,10,4,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos4-7_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-0_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-1_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-2_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-3_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-5_PieceEmpty.png,train
-ZVbDR3sRRo,10,5,6,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-6_PieceWhitePawn.png,train
-ZVbDR3sRRo,10,5,7,WhiteBishop,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos5-7_PieceWhiteBishop.png,train
-ZVbDR3sRRo,10,6,0,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-0_PieceWhitePawn.png,train
-ZVbDR3sRRo,10,6,1,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-1_PieceWhitePawn.png,train
-ZVbDR3sRRo,10,6,2,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-2_PieceWhitePawn.png,train
-ZVbDR3sRRo,10,6,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-3_PieceEmpty.png,train
-ZVbDR3sRRo,10,6,4,WhiteKnight,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-4_PieceWhiteKnight.png,train
-ZVbDR3sRRo,10,6,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-5_PieceEmpty.png,train
-ZVbDR3sRRo,10,6,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-6_PieceEmpty.png,train
-ZVbDR3sRRo,10,6,7,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos6-7_PieceWhitePawn.png,train
-ZVbDR3sRRo,10,7,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-0_PieceEmpty.png,train
-ZVbDR3sRRo,10,7,1,WhiteKing,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-1_PieceWhiteKing.png,train
-ZVbDR3sRRo,10,7,2,WhiteRook,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-2_PieceWhiteRook.png,train
-ZVbDR3sRRo,10,7,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-3_PieceEmpty.png,train
-ZVbDR3sRRo,10,7,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-4_PieceEmpty.png,train
-ZVbDR3sRRo,10,7,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-5_PieceEmpty.png,train
-ZVbDR3sRRo,10,7,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-6_PieceEmpty.png,train
-ZVbDR3sRRo,10,7,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board10_Pos7-7_PieceEmpty.png,train
-ZVbDR3sRRo,1,0,0,WhiteRook,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-0_PieceWhiteRook.png,train
-ZVbDR3sRRo,1,0,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-1_PieceEmpty.png,train
-ZVbDR3sRRo,1,0,2,WhiteBishop,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-2_PieceWhiteBishop.png,train
-ZVbDR3sRRo,1,0,3,WhiteKing,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-3_PieceWhiteKing.png,train
-ZVbDR3sRRo,1,0,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-4_PieceEmpty.png,train
-ZVbDR3sRRo,1,0,5,WhiteBishop,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-5_PieceWhiteBishop.png,train
-ZVbDR3sRRo,1,0,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-6_PieceEmpty.png,train
-ZVbDR3sRRo,1,0,7,WhiteRook,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos0-7_PieceWhiteRook.png,train
-ZVbDR3sRRo,1,1,0,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-0_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,1,1,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-1_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,1,2,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-2_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,1,3,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-3_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,1,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-4_PieceEmpty.png,train
-ZVbDR3sRRo,1,1,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-5_PieceEmpty.png,train
-ZVbDR3sRRo,1,1,6,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-6_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,1,7,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos1-7_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,2,0,WhiteKnight,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-0_PieceWhiteKnight.png,train
-ZVbDR3sRRo,1,2,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-1_PieceEmpty.png,train
-ZVbDR3sRRo,1,2,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-2_PieceEmpty.png,train
-ZVbDR3sRRo,1,2,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-3_PieceEmpty.png,train
-ZVbDR3sRRo,1,2,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-4_PieceEmpty.png,train
-ZVbDR3sRRo,1,2,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-5_PieceEmpty.png,train
-ZVbDR3sRRo,1,2,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-6_PieceEmpty.png,train
-ZVbDR3sRRo,1,2,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos2-7_PieceEmpty.png,train
-ZVbDR3sRRo,1,3,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-0_PieceEmpty.png,train
-ZVbDR3sRRo,1,3,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-1_PieceEmpty.png,train
-ZVbDR3sRRo,1,3,2,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-2_PieceBlackPawn.png,train
-ZVbDR3sRRo,1,3,3,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-3_PieceBlackPawn.png,train
-ZVbDR3sRRo,1,3,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-4_PieceEmpty.png,train
-ZVbDR3sRRo,1,3,5,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-5_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,3,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-6_PieceEmpty.png,train
-ZVbDR3sRRo,1,3,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos3-7_PieceEmpty.png,train
-ZVbDR3sRRo,1,4,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-0_PieceEmpty.png,train
-ZVbDR3sRRo,1,4,1,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-1_PieceBlackPawn.png,train
-ZVbDR3sRRo,1,4,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-2_PieceEmpty.png,train
-ZVbDR3sRRo,1,4,3,BlackKnight,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-3_PieceBlackKnight.png,train
-ZVbDR3sRRo,1,4,4,WhitePawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-4_PieceWhitePawn.png,train
-ZVbDR3sRRo,1,4,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-5_PieceEmpty.png,train
-ZVbDR3sRRo,1,4,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-6_PieceEmpty.png,train
-ZVbDR3sRRo,1,4,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos4-7_PieceEmpty.png,train
-ZVbDR3sRRo,1,5,0,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-0_PieceBlackPawn.png,train
-ZVbDR3sRRo,1,5,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-1_PieceEmpty.png,train
-ZVbDR3sRRo,1,5,2,BlackKnight,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-2_PieceBlackKnight.png,train
-ZVbDR3sRRo,1,5,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-3_PieceEmpty.png,train
-ZVbDR3sRRo,1,5,4,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-4_PieceBlackPawn.png,train
-ZVbDR3sRRo,1,5,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-5_PieceEmpty.png,train
-ZVbDR3sRRo,1,5,6,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-6_PieceEmpty.png,train
-ZVbDR3sRRo,1,5,7,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos5-7_PieceEmpty.png,train
-ZVbDR3sRRo,1,6,0,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-0_PieceEmpty.png,train
-ZVbDR3sRRo,1,6,1,BlackBishop,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-1_PieceBlackBishop.png,train
-ZVbDR3sRRo,1,6,2,BlackKing,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-2_PieceBlackKing.png,train
-ZVbDR3sRRo,1,6,3,BlackQueen,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-3_PieceBlackQueen.png,train
-ZVbDR3sRRo,1,6,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-4_PieceEmpty.png,train
-ZVbDR3sRRo,1,6,5,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-5_PieceEmpty.png,train
-ZVbDR3sRRo,1,6,6,BlackPawn,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-6_PieceBlackPawn.png,train
-ZVbDR3sRRo,1,6,7,WhiteQueen,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos6-7_PieceWhiteQueen.png,train
-ZVbDR3sRRo,1,7,0,BlackRook,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos7-0_PieceBlackRook.png,train
-ZVbDR3sRRo,1,7,1,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos7-1_PieceEmpty.png,train
-ZVbDR3sRRo,1,7,2,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos7-2_PieceEmpty.png,train
-ZVbDR3sRRo,1,7,3,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos7-3_PieceEmpty.png,train
-ZVbDR3sRRo,1,7,4,Empty,-ZVbDR3sRRo/-ZVbDR3sRRo_Board1_Pos7-4_PieceEmpty.png,train
